train/episode,epoch,stats_o/mean,test/episode,stats_g/std,train/success_rate,test/mean_Q,stats_g/mean,test/success_rate,stats_o/std
100.0,0,0.1718362420797348,20.0,0.12438801676034927,0.006666666666666667,-3.192838668823242,0.7439963817596436,0.0,0.0697338804602623
200.0,1,0.1716969758272171,40.0,0.12025777250528336,0.0,-5.236910820007324,0.7427080273628235,0.0,0.06637649983167648
300.0,2,0.17119596898555756,60.0,0.11809701472520828,0.0033333333333333335,-7.125418186187744,0.7435258030891418,0.0,0.06518343836069107
400.0,3,0.17102354764938354,80.0,0.11852089315652847,0.0033333333333333335,-9.163019180297852,0.7434554696083069,0.0,0.06562349945306778
500.0,4,0.17087288200855255,100.0,0.12314239144325256,0.006666666666666667,-11.006686210632324,0.7432997822761536,0.016666666666666666,0.0688147246837616
600.0,5,0.17088162899017334,120.0,0.12480776757001877,0.0,-12.626015663146973,0.7434856295585632,0.0,0.06948603689670563
700.0,6,0.17161567509174347,140.0,0.13100847601890564,0.013333333333333334,-13.766327857971191,0.7454409599304199,0.016666666666666666,0.07257893681526184
800.0,7,0.1719111055135727,160.0,0.13636234402656555,0.013333333333333334,-13.703468322753906,0.7472844123840332,0.03333333333333333,0.07529345899820328
900.0,8,0.17239445447921753,180.0,0.14368949830532074,0.01,-15.303799629211426,0.7492507100105286,0.03333333333333333,0.07817694544792175
1000.0,9,0.17234595119953156,200.0,0.1491759866476059,0.02,-16.71940040588379,0.7506051063537598,0.03333333333333333,0.0805174931883812
1100.0,10,0.17264340817928314,220.0,0.15221914649009705,0.01,-16.873037338256836,0.7514316439628601,0.03333333333333333,0.0814744383096695
1200.0,11,0.17300482094287872,240.0,0.15754181146621704,0.006666666666666667,-17.72746467590332,0.7517436146736145,0.05000000000000001,0.08518151193857193
1300.0,12,0.1733301877975464,260.0,0.16201762855052948,0.016666666666666666,-17.988924026489258,0.7539305090904236,0.016666666666666666,0.08670184761285782
1400.0,13,0.17367906868457794,280.0,0.164679616689682,0.03,-17.940582275390625,0.755359947681427,0.06666666666666667,0.08765679597854614
1500.0,14,0.17410819232463837,300.0,0.16751925647258759,0.03333333333333333,-17.02129554748535,0.7575345635414124,0.03333333333333333,0.08868860453367233
1600.0,15,0.17476694285869598,320.0,0.16989122331142426,0.060000000000000005,-15.75429630279541,0.7609726786613464,0.10000000000000002,0.08991118520498276
1700.0,16,0.1756577044725418,340.0,0.17258161306381226,0.04666666666666667,-14.388775825500488,0.7649653553962708,0.11666666666666668,0.09090885519981384
1800.0,17,0.1765662431716919,360.0,0.17355535924434662,0.08333333333333333,-14.389742851257324,0.7689526677131653,0.25,0.09141547232866287
1900.0,18,0.17710085213184357,380.0,0.1743704229593277,0.09666666666666666,-14.922284126281738,0.7714217305183411,0.11666666666666665,0.09178505092859268
2000.0,19,0.17744095623493195,400.0,0.17514164745807648,0.08,-13.489295959472656,0.7731391787528992,0.35000000000000003,0.092198945581913
2100.0,20,0.17793244123458862,420.0,0.17565999925136566,0.10000000000000002,-13.86206340789795,0.7752545475959778,0.3,0.09246150404214859
2200.0,21,0.17829732596874237,440.0,0.1756548285484314,0.12,-13.699578285217285,0.77768874168396,0.2833333333333333,0.09247716516256332
2300.0,22,0.1787995547056198,460.0,0.1762082427740097,0.12333333333333334,-12.803217887878418,0.7802814841270447,0.31666666666666665,0.09284421056509018
2400.0,23,0.17923025786876678,480.0,0.17694514989852905,0.14333333333333334,-16.05040740966797,0.7822043895721436,0.11666666666666668,0.09329474717378616
2500.0,24,0.17977376282215118,500.0,0.17666850984096527,0.11666666666666665,-13.92287540435791,0.7843921780586243,0.2833333333333334,0.09333059936761856
2600.0,25,0.18026970326900482,520.0,0.17657506465911865,0.14666666666666667,-16.20579719543457,0.7861592173576355,0.2833333333333333,0.09353657811880112
2700.0,26,0.18079034984111786,540.0,0.17601938545703888,0.13,-13.99990463256836,0.7879457473754883,0.35000000000000003,0.0932750329375267
2800.0,27,0.18116317689418793,560.0,0.17514656484127045,0.12,-17.33043670654297,0.7893819808959961,0.19999999999999998,0.0931820496916771
2900.0,28,0.1815350502729416,580.0,0.17454463243484497,0.12666666666666668,-13.779566764831543,0.7909565567970276,0.35000000000000003,0.09301332384347916
3000.0,29,0.18183457851409912,600.0,0.17435282468795776,0.12,-16.224197387695312,0.7921565175056458,0.26666666666666666,0.09289989620447159
3100.0,30,0.1820104718208313,620.0,0.1742350459098816,0.12333333333333334,-15.759136199951172,0.7931341528892517,0.31666666666666665,0.0928521528840065
3200.0,31,0.1821954846382141,640.0,0.17422127723693848,0.15666666666666665,-15.817448616027832,0.7939150333404541,0.06666666666666667,0.09295957535505295
3300.0,32,0.1824425905942917,660.0,0.17402227222919464,0.12666666666666668,-13.05118179321289,0.7945718765258789,0.35000000000000003,0.09296900779008865
3400.0,33,0.1827227622270584,680.0,0.17372708022594452,0.15333333333333332,-14.463534355163574,0.7954491972923279,0.3833333333333333,0.09311113506555557
3500.0,34,0.18296094238758087,700.0,0.1735626459121704,0.13000000000000003,-14.859832763671875,0.7960808873176575,0.2833333333333334,0.09318434447050095
3600.0,35,0.18328140676021576,720.0,0.17323486506938934,0.16333333333333333,-12.946417808532715,0.7970366477966309,0.4666666666666666,0.09321042150259018
3700.0,36,0.1834743171930313,740.0,0.1730371117591858,0.15333333333333332,-17.174585342407227,0.7977864146232605,0.16666666666666666,0.09324155002832413
3800.0,37,0.18367844820022583,760.0,0.17272622883319855,0.16666666666666666,-13.169953346252441,0.7983109951019287,0.4000000000000001,0.09324172884225845
3900.0,38,0.18387390673160553,780.0,0.17268984019756317,0.1366666666666667,-15.045023918151855,0.7991170287132263,0.15,0.09333952516317368
4000.0,39,0.18407219648361206,800.0,0.17228829860687256,0.17,-14.783828735351562,0.7998273372650146,0.3666666666666667,0.09328797459602356
4100.0,40,0.18431179225444794,820.0,0.1722019910812378,0.10333333333333333,-13.9199857711792,0.8005260825157166,0.3833333333333333,0.09327579289674759
4200.0,41,0.18452030420303345,840.0,0.1720438003540039,0.14333333333333334,-13.994154930114746,0.8009998202323914,0.3833333333333333,0.09327336400747299
4300.0,42,0.18465103209018707,860.0,0.17205356061458588,0.14666666666666664,-12.502113342285156,0.80152827501297,0.43333333333333335,0.09339168667793274
4400.0,43,0.18475408852100372,880.0,0.17194564640522003,0.19333333333333336,-13.913650512695312,0.8017899394035339,0.4833333333333334,0.09332054853439331
4500.0,44,0.18492043018341064,900.0,0.1716565042734146,0.16,-14.414517402648926,0.8024200797080994,0.3666666666666667,0.09332919120788574
4600.0,45,0.1850881725549698,920.0,0.1715122014284134,0.16333333333333336,-14.102229118347168,0.8030809760093689,0.4000000000000001,0.09334898740053177
4700.0,46,0.18518881499767303,940.0,0.1715877503156662,0.15333333333333335,-12.813751220703125,0.8033881187438965,0.39999999999999997,0.0934751033782959
4800.0,47,0.18532727658748627,960.0,0.17131127417087555,0.18000000000000002,-11.463008880615234,0.8039881587028503,0.48333333333333334,0.09347692877054214
4900.0,48,0.18546868860721588,980.0,0.1710764616727829,0.19333333333333336,-10.670123100280762,0.804520845413208,0.6333333333333333,0.09357631951570511
5000.0,49,0.18562056124210358,1000.0,0.170817032456398,0.16666666666666666,-14.802645683288574,0.8052119612693787,0.39999999999999997,0.09364045411348343
5100.0,50,0.18569789826869965,1020.0,0.17090483009815216,0.15333333333333335,-11.846443176269531,0.8056970238685608,0.43333333333333335,0.09382005780935287
5200.0,51,0.18579910695552826,1040.0,0.17075705528259277,0.18000000000000002,-13.444283485412598,0.8060362935066223,0.3333333333333333,0.09397629648447037
5300.0,52,0.18588130176067352,1060.0,0.1706562638282776,0.17,-11.43075942993164,0.8063469529151917,0.4833333333333334,0.094187431037426
5400.0,53,0.18598179519176483,1080.0,0.17058587074279785,0.17333333333333334,-12.934161186218262,0.8068583607673645,0.4666666666666666,0.09427658468484879
5500.0,54,0.18611057102680206,1100.0,0.17052258551120758,0.17333333333333334,-11.633654594421387,0.8073580265045166,0.48333333333333334,0.09443699568510056
5600.0,55,0.1862180083990097,1120.0,0.17049838602542877,0.16,-11.108990669250488,0.8078718185424805,0.45,0.09450564533472061
5700.0,56,0.1863744854927063,1140.0,0.17048083245754242,0.15333333333333335,-14.236470222473145,0.8082401156425476,0.4166666666666667,0.0945192351937294
5800.0,57,0.186454176902771,1160.0,0.17046751081943512,0.15,-13.405587196350098,0.8084675669670105,0.4666666666666666,0.09451941400766373
5900.0,58,0.18657724559307098,1180.0,0.17051494121551514,0.14333333333333334,-11.938323020935059,0.8088212013244629,0.39999999999999997,0.09459885954856873
6000.0,59,0.1867242455482483,1200.0,0.1704360395669937,0.1366666666666667,-12.451863288879395,0.809318482875824,0.39999999999999997,0.09476862102746964
6100.0,60,0.1867591291666031,1220.0,0.1702931970357895,0.16333333333333333,-12.105538368225098,0.809539258480072,0.4166666666666667,0.09488245099782944
6200.0,61,0.18680672347545624,1240.0,0.1701589822769165,0.18000000000000002,-13.029908180236816,0.8098223209381104,0.3833333333333333,0.09492415189743042
6300.0,62,0.18687337636947632,1260.0,0.17013674974441528,0.17666666666666667,-10.34846019744873,0.8101727366447449,0.6333333333333333,0.0950220599770546
6400.0,63,0.18695266544818878,1280.0,0.17003054916858673,0.17666666666666667,-12.557991981506348,0.8106012344360352,0.5333333333333333,0.09501725435256958
6500.0,64,0.18699781596660614,1300.0,0.16985583305358887,0.16333333333333333,-10.529525756835938,0.8108494877815247,0.5166666666666667,0.09503170102834702
6600.0,65,0.18706469237804413,1320.0,0.16981881856918335,0.18666666666666668,-11.106951713562012,0.8112042546272278,0.6,0.09511559456586838
6700.0,66,0.1871425360441208,1340.0,0.16982294619083405,0.14333333333333334,-10.881149291992188,0.8114606738090515,0.6333333333333333,0.09517079591751099
6800.0,67,0.18716810643672943,1360.0,0.1697772741317749,0.16333333333333333,-11.772765159606934,0.8116724491119385,0.5333333333333333,0.09519175440073013
6900.0,68,0.1872214823961258,1380.0,0.169667586684227,0.18000000000000002,-11.009465217590332,0.8119909763336182,0.6,0.09514232724905014
7000.0,69,0.18723978102207184,1400.0,0.16988688707351685,0.12,-12.292527198791504,0.8121821284294128,0.45,0.0952950194478035
7100.0,70,0.18722017109394073,1420.0,0.1698847860097885,0.11333333333333333,-12.905461311340332,0.8122605681419373,0.46666666666666673,0.09523705393075943
7200.0,71,0.18723541498184204,1440.0,0.1697700023651123,0.18999999999999997,-13.027314186096191,0.8125246167182922,0.5166666666666667,0.09529975056648254
7300.0,72,0.18724851310253143,1460.0,0.1696527600288391,0.16,-13.852931022644043,0.8127877116203308,0.5166666666666667,0.09545233845710754
7400.0,73,0.187289297580719,1480.0,0.16972225904464722,0.19000000000000003,-12.316132545471191,0.8129458427429199,0.5833333333333334,0.09552288800477982
7500.0,74,0.18733693659305573,1500.0,0.1696658879518509,0.2133333333333333,-10.928568840026855,0.8131608963012695,0.5166666666666666,0.09560038894414902
7600.0,75,0.1873348504304886,1520.0,0.1695866584777832,0.19333333333333336,-12.94027328491211,0.8132384419441223,0.4833333333333334,0.09562283754348755
7700.0,76,0.18738925457000732,1540.0,0.16958992183208466,0.1466666666666667,-10.849968910217285,0.8134410381317139,0.6333333333333334,0.0958590880036354
7800.0,77,0.1874016970396042,1560.0,0.16950231790542603,0.20666666666666667,-12.251694679260254,0.8135991096496582,0.5333333333333333,0.09592100232839584
7900.0,78,0.18742656707763672,1580.0,0.16949880123138428,0.17666666666666667,-14.243992805480957,0.8137862086296082,0.4166666666666667,0.09610000997781754
8000.0,79,0.18742875754833221,1600.0,0.16949604451656342,0.19333333333333333,-10.800334930419922,0.8140626549720764,0.5666666666666668,0.09617188572883606
8100.0,80,0.1874305009841919,1620.0,0.16937130689620972,0.17,-14.270853996276855,0.8142790198326111,0.39999999999999997,0.09613154083490372
8200.0,81,0.18745191395282745,1640.0,0.1693832129240036,0.12000000000000001,-12.540692329406738,0.8144456744194031,0.5,0.09619893878698349
8300.0,82,0.1874510645866394,1660.0,0.16927365958690643,0.17,-12.906550407409668,0.8146064281463623,0.6,0.09613565355539322
8400.0,83,0.1874626874923706,1680.0,0.16935928165912628,0.16666666666666666,-14.161712646484375,0.8147808909416199,0.3833333333333333,0.09621205925941467
8500.0,84,0.18748705089092255,1700.0,0.1693219095468521,0.19333333333333336,-12.981045722961426,0.8150472640991211,0.6,0.09623390436172485
8600.0,85,0.18753986060619354,1720.0,0.16942839324474335,0.16333333333333333,-14.359916687011719,0.8152926564216614,0.4833333333333334,0.09638651460409164
8700.0,86,0.18753953278064728,1740.0,0.16932721436023712,0.16,-14.37011432647705,0.8154011368751526,0.4166666666666667,0.09635570645332336
8800.0,87,0.18757839500904083,1760.0,0.16916580498218536,0.17333333333333334,-11.3013277053833,0.8155589699745178,0.5499999999999999,0.09633275866508484
8900.0,88,0.1875997930765152,1780.0,0.16914249956607819,0.1366666666666667,-15.393455505371094,0.8156895637512207,0.45,0.0963258370757103
9000.0,89,0.1876503974199295,1800.0,0.16912178695201874,0.15333333333333335,-12.815597534179688,0.8159120678901672,0.48333333333333334,0.09637198597192764
9100.0,90,0.18769508600234985,1820.0,0.16905677318572998,0.18000000000000002,-11.307820320129395,0.8161018490791321,0.55,0.09644293785095215
9200.0,91,0.18770141899585724,1840.0,0.16883933544158936,0.17333333333333334,-11.80042552947998,0.816210925579071,0.5333333333333333,0.09642144292593002
9300.0,92,0.18771642446517944,1860.0,0.16882102191448212,0.21666666666666667,-11.293530464172363,0.816321074962616,0.5666666666666667,0.09641746431589127
9400.0,93,0.18774418532848358,1880.0,0.16870687901973724,0.16666666666666666,-14.409232139587402,0.8164989352226257,0.43333333333333335,0.09647208452224731
9500.0,94,0.18775825202465057,1900.0,0.16860823333263397,0.16333333333333333,-14.643864631652832,0.8167046904563904,0.5,0.09659990668296814
9600.0,95,0.1877758949995041,1920.0,0.16861635446548462,0.16,-14.889175415039062,0.8168172240257263,0.6,0.09662199020385742
9700.0,96,0.18778860569000244,1940.0,0.16856849193572998,0.11666666666666665,-13.469990730285645,0.8169109225273132,0.5,0.0966399684548378
9800.0,97,0.18779699504375458,1960.0,0.16860733926296234,0.15,-9.918304443359375,0.8170170783996582,0.6333333333333333,0.09664646536111832
9900.0,98,0.18782798945903778,1980.0,0.1686456799507141,0.16666666666666666,-12.832369804382324,0.8171198964118958,0.5499999999999999,0.09680505841970444
10000.0,99,0.1878495216369629,2000.0,0.16851116716861725,0.18666666666666668,-10.951401710510254,0.8172972202301025,0.5833333333333334,0.09677157551050186
